index,Title,Series,Num,Author,Status,Returned,Source,Url
210,Radiation Hazard,The Stasis Stories,03,Dahners Laurence,Read,2021-11-01, Amazon Unlimited,""
211,Halting the Reaper,The Stasis Stories,04,Dahners Laurence,Read,2021-11-01, Amazon Unlimited,""
212,A Tower in Space-Time,The Stasis Stories,05,Dahners Laurence,Read,2021-11-01, Amazon Unlimited,""
213,Deep Space - Hidden Terror,The Stasis Stories,06,Dahners Laurence,Read,2021-11-01, Amazon Unlimited,""
214,The Mistress of Space-Time,The Stasis Stories,07,Dahners Laurence,Checked 2022-01-03,2021-11-01, Amazon Unlimited,""
215,Omega Rising,Omega Force,01,Dalzelle Joshua,Read,2020-11-12,Amazon Unlimited,https://smile.amazon.com/gp/product/B00B795UUS?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
216,Soldiers of Fortune,Omega Force,02,Dalzelle Joshua,Read,2020-11-16,Amazon Unlimited,""
217,Savage Homecoming,Omega Force,03,Dalzelle Joshua,Read,2020-11-16,Amazon Unlimited,""
218,The Enemy Within,Omega Force,04,Dalzelle Joshua,Read,2020-11-16,Amazon Unlimited,""
219,Return of Archon,Omega Force,05,Dalzelle Joshua,Read,2021-05-02,Amazon Unlimited,""
220,Secret of the Phoenix,Omega Force,06,Dalzelle Joshua,Read,2021-05-02,Amazon Unlimited,""
221,Redemption,Omega Force,07,Dalzelle Joshua,Read,2021-05-02,Amazon Unlimited,""
222,The Human Factor,Omega Force,08,Dalzelle Joshua,Read,2021-05-02,Amazon Unlimited,""
223,Revolution,Omega Force,09,Dalzelle Joshua,Read,2021-05-02,Amazon Unlimited,""
224,Legends Never Die,Omega Force,10,Dalzelle Joshua,Read,2021-05-02,Amazon Unlimited,""
225,Rebellion,Omega Force,11,Dalzelle Joshua,Read,2021-05-02,Amazon Unlimited,""
226,The Pandora Paradox,Omega Force,12,Dalzelle Joshua,Read,2021-05-02,Amazon Unlimited,""
227,To Hell and Back,Omega Force,13,Dalzelle Joshua,Read,2021-11-01,Amazon Unlimited,""
228,Unleashed,Omega Force,14,Dalzelle Joshua,Won't Finish,2022-12-08,Amazon Unlimited,""
229,Marine,Terran Scout Fleet,01,Dalzelle Joshua,Read,2021-11-04,Amazon Unlimited,https://smile.amazon.com/gp/product/B07MR618KS/ref=ku_mi_rw_edp_ku
230,Boneshaker,Terran Scout Fleet,02,Dalzelle Joshua,Read,2021-11-04,Amazon Unlimited,""
231,Vapor Trails,Terran Scout Fleet,03,Dalzelle Joshua,Read,2022-08-27,Amazon Unlimited,""
232,The Maze,John Corey Series,08,DeMille Nelson,Read,2024-03-18,Library,https://mainlib.overdrive.com/mainlib-hunterdon/content/media/5808562
233,The Last Paladin,"",00,Deutermann P T,Read,2022-09-14,Library,https://www.amazon.com/Last-Paladin-Novel-Deutermann-Novels-ebook/dp/B09CNFWMX9/ref=sr_1_1?crid=2J05MSUMCKQUH&keywords=the+last+paladin+-+p.+t.+deutermann&pldnSite=1&qid=1663200962&s=digital-text&sprefix=The+Last+Paladin%2Cdigital-text%2C100&sr=1-1
234,Carpathians,"","",Dixon Paul,Read,2024-04-10,Amazon Unlimited,https://www.amazon.com/Carpathians-Paul-Dixon-ebook/dp/B0CHTD3N7C/ref=sr_1_1_sspa?crid=318KX38XHED90&dib=eyJ2IjoiMSJ9.Y-kNdw9Skq_e4WdVlGELUTPlrTGemQ67lq7j5yKWXg2YWZ_-Ju7IIssNNtzGPNVSBsNIrX91Mpa7utWaJqaQKMEPVRW32OMMBJaKGXrMQGmJ4UUSsXOg0kgY4Zeq_iCGjw5_7V6LdpFsE2H-WVD23icQCFlsfWewvUyIbLqYbdv_XZQoZ-8ZEqX-jmVYLm6yS_5y-RcZq9_Z1zKLMYFETgNdlX2Gq2Ni1HnLjZZ8e0c.pKO7AFVxN4hE4WUuTcdeMzCZjOjqOLbGWedsX4hYwpQ&dib_tag=se&keywords=paul+dixon&qid=1712797559&s=digital-text&sprefix=%2Cdigital-text%2C91&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
235,Discovery,Ship Series,01,Drafahl Jack and Sue,Read,2024-06-05,Amazon Unlimited,https://www.amazon.com/gp/product/B07QSRMLCG/ref=ku_mi_rw_edp_ku
236,Last Man Standing,The Earthburst Saga,01,Falconer Craig A.,Read,2023-03-14,Amazon Unlimited,https://www.amazon.com/gp/product/B0B7CGYC73?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
237,Into The Fire,The Earthburst Saga,02,Falconer Craig A.,Read,2023-03-18,Amazon Unlimited,""
238,Operation Starshot,The Earthburst Saga,03,Falconer Craig A.,Read,2023-06-26,Amazon Unlimited,""
239,The Anomaly,The Earthburst Saga,04,Falconer Craig A.,Read,2023-06-30,Amazon Unlimited,""
240,Reason To Fear,The Earthburst Saga,05,Falconer Craig A.,Read,2023-12-13,Amazon Unlimited,""
241,The Last Horizon,The Earthburst Saga,06,Falconer Craig A.,Read,2023-12-17,Amazon Unlimited,""
242,Echoes Of Destiny,The Earthburst Saga,07,Falconer Craig A.,Read,2023-12-18,Amazon Unlimited,""
243,The Reckoning,The Earthburst Saga,08,Falconer Craig A.,Read,2024-01-23,Amazon Unlimited,""
244,All Or Nothing,The Earthburst Saga,09,Falconer Craig A.,Publish Date,2024-03-05,Amazon Unlimited,""
245,Beyond the Limit (A Prequal Story),The Earthburst Saga,10,Falconer Craig A.,Publish Date,2024-04-16,Amazon Unlimited,""
246,Never,"",00,Follett Ken,Read,2022-08-27,Library,""
247,Mindfracked,Cassidy,01,Forbes M.R.,Read,2022-01-13,Amazon Unlimited,https://smile.amazon.com/gp/product/B08WK1QJ4S?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
248,Silent War,Cassidy,02,Forbes M.R.,Read,2022-01-13,Amazon Unlimited,""
249,Edge Case,Cassidy,03,Forbes M.R.,Final,2022-01-13,Amazon Unlimited,""
250,Deliverance,Forgotten Colony,01,Forbes M.R.,Read,2019-02-15,Amazon Unlimited,https://smile.amazon.com/gp/product/B07JGCG6QZ?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
251,Deception,Forgotten Colony,02,Forbes M.R.,Read,2019-02-17,Amazon Unlimited,""
252,Desperation,Forgotten Colony,03,Forbes M.R.,Read,2019-02-15,Amazon Unlimited,""
253,Destruction,Forgotten Colony,04,Forbes M.R.,Read,2019-02-15,Amazon Unlimited,""
254,Declaration,Forgotten Colony,05,Forbes M.R.,Read,2022-06-09,Amazon Unlimited,""
255,Earth Unknown,Forgotten Earth,01,Forbes M.R.,Read,2019-01-29,Amazon Unlimited,https://smile.amazon.com/gp/product/B07D3MYLKB?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
256,Earth Unrelenting,Forgotten Earth,02,Forbes M.R.,Read,2019-01-29,Amazon Unlimited,""
257,Earth Unending,Forgotten Earth,03,Forbes M.R.,Read,2019-01-29,Amazon Unlimited,""
258,Earth Undefeated,Forgotten Earth,04,Forbes M.R.,Checked 2021-12-21,2019-01-29,Amazon Unlimited,""
259,No Planet for Good Men,Forgotten Fallout,01,Forbes M.R.,Read,2020-12-20,Amazon Unlimited,https://www.amazon.com/No-Planet-Good-Men-Forgotten-ebook/dp/B07PLT1S2K/ref=sr_1_1?dchild=1&keywords=the+forgotten+fallout&qid=1614533230&s=digital-text&sr=1-1
260,No Good Deed,Forgotten Fallout,02,Forbes M.R.,Read,2020-12-27,Amazon Unlimited,""
261,No Way Back,Forgotten Fallout,03,Forbes M.R.,Checked 2021-12-21,2020-12-27,Amazon Unlimited,""
262,Foresight,Forgotten Space,01,Forbes M.R.,Read,2019-01-29,Amazon Unlimited,https://smile.amazon.com/gp/product/B09B38C8MW/ref=dbs_a_def_rwt_hsch_vapi_taft_p1_i1
263,Formation,Forgotten Space,02,Forbes M.R.,Read,2022-06-20,Amazon Unlimited,""
264,Forbidden,Forgotten Space,03,Forbes M.R.,Read,2022-06-20,Amazon Unlimited,""
265,Forever,Forgotten Space,04,Forbes M.R.,Read,2022-06-20,Amazon Unlimited,""
266,Exodus,Forgotten Starship,01,Forbes M.R.,Read,2021-01-05,Amazon Unlimited,https://www.amazon.com/gp/product/B086W16C68?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
267,Emerge,Forgotten Starship,02,Forbes M.R.,Read,2021-01-06,Amazon Unlimited,""
268,Entropy,Forgotten Starship,03,Forbes M.R.,Read,2021-01-10,Amazon Unlimited,""
269,Endure,Forgotten Starship,04,Forbes M.R.,Read,2021-01-14,Amazon Unlimited,""
270,Evolve,Forgotten Starship,05,Forbes M.R.,Checked 2021-12-21,2021-01-14,Amazon Unlimited,""
271,Invasion,Forgotten Vengeance,01,Forbes M.R.,Read,2022-10-24,Amazon Unlimited,https://smile.amazon.com/gp/product/B07T339GFR?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
272,Isolation,Forgotten Vengeance,02,Forbes M.R.,Read,2022-10-25,Amazon Unlimited,""
273,Damnation,Forgotten Vengeance,03,Forbes M.R.,Read,2022-10-26,Amazon Unlimited,""
274,The Sheriff,Sheriff Duke,01,Forbes M.R.,Read,2021-01-01,Amazon Unlimited,https://www.amazon.com/gp/product/B084WYVBLM?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
275,The Sheriff,Sheriff Duke,02,Forbes M.R.,Read,2020-12-06,Amazon Unlimited,""
276,The Sheriff,Sheriff Duke,03,Forbes M.R.,Checked 2021-12-21,2020-12-06,Amazon Unlimited,""
277,Star Fire,Stars End,01,Forbes M.R.,Read,2019-11-23,Amazon Unlimited,https://www.amazon.com/gp/product/B07YXRD48F?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
278,Star Kill,Stars End,02,Forbes M.R.,Read,2019-11-23,Amazon Unlimited,""
279,Star Rage,Stars End,03,Forbes M.R.,Read,2021-04-19,Amazon Unlimited,""
280,Star Fall,Stars End,04,Forbes M.R.,Checked 2021-12-21,2021-04-19,Amazon Unlimited,""
281,Forgotten,The Forgotten,01,Forbes M.R.,Read,2019-01-29,Amazon Unlimited,https://smile.amazon.com/gp/product/B08JFWXGTG?notRedirectToSDP=1&ref_=dbs_mng_calw_1&storeType=ebooks
282,Forsaken,The Forgotten,02,Forbes M.R.,Read,2018-12-26,Amazon Unlimited,""
283,Unforgiven,The Forgotten,03,Forbes M.R.,Final,2019-01-03,Amazon Unlimited,""
284,Starship Eternal,War Eternal,01,Forbes M.R.,Read,2016-05-06,Amazon Unlimited,https://www.amazon.com/Starship-Eternal-War-Book-ebook/dp/B00S2D872U/ref=sr_1_4?dchild=1&keywords=war+eternal&qid=1614533768&s=digital-text&sr=1-4
285,The End of Liberty,War Eternal,02,Forbes M.R.,Read,2016-05-06,Amazon Unlimited,""
286,The Knife's Edge,War Eternal,03,Forbes M.R.,Read,2016-05-06,Amazon Unlimited,""
287,Point of Origin,War Eternal,04,Forbes M.R.,Read,2016-05-06,Amazon Unlimited,""
288,Forever Until Tomorrow,War Eternal,05,Forbes M.R.,Read,2017-03-19,Amazon Unlimited,""
289,Eternal Return,War Eternal,06,Forbes M.R.,Read,2017-03-19,Amazon Unlimited,""
290,The Edge of Infinity,War Eternal,07,Forbes M.R.,Final,2018-08-25,Amazon Unlimited,""
291,Hell on Mars,Reality Bleed,01,Foster J.Z.,Read,2020-08-25,Amazon Unlimited,https://www.amazon.com/gp/product/B086VCR3CD?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
292,Call of the Void,Reality Bleed,02,Foster J.Z.,Won't Finish,2021-05-10,Amazon Unlimited,""
293,The Complete Magitech Chronicles,The Magitech Chronicles,1-7,Fox Chris,To Be Read,,Amazon Unlimited,https://www.amazon.com/gp/product/B084684NVG?notRedirectToSDP=1&ref_=dbs_mng_calw_1&storeType=ebooks
294,The Complete Void Wraith Saga,Void Wraith Saga,1-6,Fox Chris,Final,2020-01-14,Amazon Unlimited,https://www.amazon.com/Complete-Void-Wraith-Saga-Military-ebook/dp/B07R7JGPJ2/ref=sr_1_1_sspa?crid=3KDKO39QW45I9&dchild=1&keywords=void+wraith+saga&qid=1614534164&s=digital-text&sprefix=Void+Wraith+Saga%2Cdigital-text%2C156&sr=1-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzU05NNjNOVUdIRFA5JmVuY3J5cHRlZElkPUEwMjUxODYxMjhEOEpVRlpQMk9VTCZlbmNyeXB0ZWRBZElkPUEwOTkzNTgyUFNMUkpZMDVYS1JHJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
295,The Ember War,The Ember War Saga,01,Fox Richard,Read,2016-08-01,Amazon Unlimited,https://www.amazon.com/gp/product/B010PSY6YW?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
296,The Ruins of Anthalas,The Ember War Saga,02,Fox Richard,Read,2016-08-01,Amazon Unlimited,""
297,Blood of Heroes,The Ember War Saga,03,Fox Richard,Read,2016-08-21,Amazon Unlimited,""
298,Earth Defiant,The Ember War Saga,04,Fox Richard,Read,2016-08-21,Amazon Unlimited,""
299,The Gardens of Nibiru,The Ember War Saga,05,Fox Richard,Read,2016-08-21,Amazon Unlimited,""
300,The Battle of the Void,The Ember War Saga,06,Fox Richard,Read,2016-08-21,Amazon Unlimited,""
301,The Siege of Earth,The Ember War Saga,07,Fox Richard,Read,2016-08-21,Amazon Unlimited,""
302,The Crucible,The Ember War Saga,08,Fox Richard,Read,2016-12-15,Amazon Unlimited,""
303,The Xaros Reckoning,The Ember War Saga,09,Fox Richard,Final,2017-02-12,Amazon Unlimited,""
304,Albion Lost,The Exiled Fleet,01,Fox Richard,Read,2019-12-04,Amazon Unlimited,https://www.amazon.com/Albion-Lost-Exiled-Fleet-Book-ebook/dp/B01NC0FRJ9/ref=sr_1_1_sspa?dchild=1&keywords=the+exiled+fleet&qid=1614534550&s=digital-text&sr=1-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNVlPMVdVUjRTSFVTJmVuY3J5cHRlZElkPUEwNzg3MDE2WjRHM0JURk8wRVZZJmVuY3J5cHRlZEFkSWQ9QTA0NTY5ODYzMEJJT0UwRUJFT0I5JndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
305,The Long March,The Exiled Fleet,02,Fox Richard,Read,2019-12-04,Amazon Unlimited,""
306,Finest Hour,The Exiled Fleet,03,Fox Richard,Read,2019-12-04,Amazon Unlimited,""
307,Point of Honor,The Exiled Fleet,04,Fox Richard,Checked 2021-12-21,2019-12-04,Amazon Unlimited,""
308,Ashes Fall,The Ibarra Crusade,01,Fox Richard,Won't Finish,,Amazon Unlimited,https://smile.amazon.com/gp/product/B08WWPW9RK?ref_=dbs_m_mng_rwt_calw_tkin_0&storeType=ebooks&qid=1628355440&sr=1-3-catcorr
309,Arrival,The Tyr,01,Fox Richard,To Be Read,,Amazon Unlimited,https://smile.amazon.com/gp/product/B09BC9T9WZ/ref=dbs_a_def_rwt_hsch_vapi_taft_p1_i0
310,Arrival,The Tyr,01,Fox Richard,To Be Read,2022-08-20,Amazon Unlimited,https://smile.amazon.com/gp/product/B09BC9T9WZ/ref=dbs_a_def_rwt_hsch_vapi_taft_p1_i0
311,Bedlam,Prison Ship Sheol Saga,01,Gaumer Nicholas,Read,2024-07-22,Amazon Unlimited,https://www.amazon.com/gp/product/B0CFWRTCCN/ref=ku_mi_rw_edp_ku
312,Artifice,Prison Ship Sheol Saga,02,Gaumer Nicholas,Read,2024-07-22,Amazon Unlimited,""
313,Adrift,The Lost Warship,01,Gibbs Daniel,Won't Finish,2023-06-22,Amazon Unlimited,""
314,No Mercy,A Jonathan Grave Thriller,01,Gilstrap John,Read,2022-09-21,Amazon Unlimited,https://www.amazon.com/gp/product/B00ONTR5SE/ref=ku_mi_rw_edp_ku
315,Crimson Phoenix,A Victoria Emerson Thriller,01,Gilstrap John,Read,2022-08-20,Amazon Unlimited,https://www.amazon.com/Crimson-Phoenix-Victoria-Emerson-Thriller-ebook/dp/B089NGGRKD/ref=sr_1_1?crid=VKIO36JGZCK3&keywords=crimson+phoenix+by+john+gilstrap&qid=1663813239&s=digital-text&sprefix=crimson+ph%2Cdigital-text%2C73&sr=1-1
316,Blue Fire,A Victoria Emerson Thriller,02,Gilstrap John,Read,2022-08-22,Amazon Unlimited,""
317,White Smoke,A Victoria Emerson Thriller,03,Gilstrap John,Read,2023-07-02,Amazon Unlimited,""
318,The Gray Man,A Gray Man Novel,01,Greaney Mark,Read,2022-12-01,Library,https://www.amazon.com/Gray-Man-Novel-Book-ebook/dp/B002N83GSA/ref=sr_1_1?crid=20N1HEBXURTK8&keywords=The+Gray+Man&qid=1669763739&s=digital-text&sprefix=the+gray+man%2Cdigital-text%2C71&sr=1-1
319,On Target,A Gray Man Novel,02,Greaney Mark,Read,2022-12-25,Library,""
320,Ballistic,A Gray Man Novel,03,Greaney Mark,Read,2023-02-07,Amazon Elizabeth,""
321,Code 6,"","",Grippando James,Read,2023-07-19,Library,https://mainlib.overdrive.com/mainlib-hunterdon/content/media/8906382
322,Rogue Lawyer,"",0,Grisham John,Read,2023-05-02,Library,https://mainlib.overdrive.com/mainlib-hunterdon/content/media/2192505
323,One Man,"",0,Gross Andrew,Read,2023-05-04,Amazon,https://www.amazon.com/One-Man-Riveting-Bestselling-Thriller-ebook/dp/B01BBXSL28/ref=sr_1_1?crid=BXTW7DC1W3BH&keywords=the+one+man&qid=1682991495&s=digital-text&sprefix=the+one+man%2Cdigital-text%2C103&sr=1-1
324,Breakthrough,Breakthrough,01,Grumley Michael C.,Read,2021-07-10,Amazon Unlimited,https:/smile.amazon.com/Breakthrough-Michael-C-Grumley-ebook/dp/B00BVFM04C/ref=sr_1_17?dchild=1&qid=1623595184&refinements=p_n_feature_nineteen_browse-bin%3A9045887011&rnid=668010011&s=digital-text&sr=1-17
325,Leap,Breakthrough,02,Grumley Michael C.,Read,2021-07-10,Amazon Unlimited,""
326,Catalyst,Breakthrough,03,Grumley Michael C.,Read,2021-07-10,Amazon Unlimited,""
327,Ripple,Breakthrough,04,Grumley Michael C.,Read,2021-07-20,Amazon Unlimited,""
328,Mosaic,Breakthrough,05,Grumley Michael C.,Read,2021-07-20,Amazon Unlimited,""
329,Echo,Breakthrough,06,Grumley Michael C.,Read,2022-12-24,Amazon Unlimited,""
330,The Last Monument,The Monument,01,Grumley Michael C.,Read,2023-03-05,Amazon Unlimited,""
331,The Desert Glass,The Monument,02,Grumley Michael C.,Read,2023-03-11,Amazon Unlimited,""
332,Deep Freeze,The Revival Series,01,Grumley Michael C.,Read,2024-03-24,Library,""
333,Eathrise 2176,01,"",Gunn J C,Won't Finish,2024-07-17,Amazon Unlimited,https://www.amazon.com/Earthrise-2176-J-C-Gunn-ebook/dp/B09G5PC6NB/ref=sr_1_1?crid=40OWDWK9UGEK&dib=eyJ2IjoiMSJ9.h2gLCp-Saqy8mOmupoocAO4X9xGmTsc8n8CLlZ7W7ls.nJutUSEGrHQ0v2c-SEdze3Zs6d_6A0pxCmqbY5OwusU&dib_tag=se&keywords=earthrise+2176&qid=1721257570&s=digital-text&sprefix=earthrise%2Cdigital-text%2C83&sr=1-1
334,The Driver,"",00,Hanson Hart,Won't Finish,2022-10-07,Library,""
335,She Rides Shotgun,"",00,Harper Jordan,Read,2022-12-09,Library,https://www.amazon.com/She-Rides-Shotgun-Jordan-Harper-ebook/dp/B00OG9IX0K/ref=sr_1_1?crid=1XCGA60WVC072&keywords=she+rides+shotgun+by+jordan+harper&qid=1664762893&qu=eyJxc2MiOiIxLjQ0IiwicXNhIjoiMS4zOSIsInFzcCI6IjEuMzQifQ%3D%3D&s=digital-text&sprefix=she+rides+shot%2Cdigital-text%2C88&sr=1-1
336,REV,"","",Harris T.R.,Read,2018-04-22,Amazon Unlimited,""
337,The Dead Worlds,The Adam Cain Saga,01,Harris T.R.,Read,2022-10-03,Amazon Unlimited,https://smile.amazon.com/gp/product/B07XSG7L56?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
338,Empires,The Adam Cain Saga,02,Harris T.R.,To Be Read,,Amazon Unlimited,""
339,Battle Plan,The Adam Cain Saga,03,Harris T.R.,To Be Read,,Amazon Unlimited,""
340,Galactic Vortex,The Adam Cain Saga,04,Harris T.R.,To Be Read,,Amazon Unlimited,""
341,Dark Energy,The Adam Cain Saga,05,Harris T.R.,To Be Read,,Amazon Unlimited,""
342,Universal Law,The Adam Cain Saga,06,Harris T.R.,To Be Read,,Amazon Unlimited,""
343,The Formation Code,The Adam Cain Saga,07,Harris T.R.,To Be Read,,Amazon Unlimited,""
344,The Quantum Enigma,The Adam Cain Saga,08,Harris T.R.,To Be Read,,Amazon Unlimited,""
345,Children of the Aris,The Adam Cain Saga,09,Harris T.R.,To Be Read,,Amazon Unlimited,""
346,The Fringe Worlds,The Human Chronicles Saga,01,Harris T.R.,Read,2016-02-17,Amazon Unlimited,https://smile.amazon.com/gp/product/B005VGB16A?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
347,Alien Assassin,The Human Chronicles Saga,02,Harris T.R.,Read,2016-02-17,Amazon Unlimited,""
348,The War of Pawns,The Human Chronicles Saga,03,Harris T.R.,Read,2016-02-17,Amazon Unlimited,""
349,The Tactics of Revenge,The Human Chronicles Saga,04,Harris T.R.,Read,2016-02-18,Amazon Unlimited,""
350,The Legend of Earth,The Human Chronicles Saga,05,Harris T.R.,Read,2016-02-18,Amazon Unlimited,""
351,Cain's Crusaders,The Human Chronicles Saga,06,Harris T.R.,Read,2016-02-18,Amazon Unlimited,""
352,The Apex Predator,The Human Chronicles Saga,07,Harris T.R.,Read,2016-02-18,Amazon Unlimited,""
353,A Galaxy To Conquer,The Human Chronicles Saga,08,Harris T.R.,Read,2016-02-18,Amazon Unlimited,""
354,The Masters of War,The Human Chronicles Saga,09,Harris T.R.,Read,2016-02-24,Amazon Unlimited,""
355,Prelude to War,The Human Chronicles Saga,10,Harris T.R.,Read,2016-02-24,Amazon Unlimited,""
356,The Unreachable Stars,The Human Chronicles Saga,11,Harris T.R.,Read,2016-02-24,Amazon Unlimited,""
357,When Earth Reigned Supreme,The Human Chronicles Saga,12,Harris T.R.,Read,2016-05-20,Amazon Unlimited,""
358,A Clash of Aliens,The Human Chronicles Saga,13,Harris T.R.,Read,2016-05-20,Amazon Unlimited,""
359,Battlelines,The Human Chronicles Saga,14,Harris T.R.,Read,2016-12-19,Amazon Unlimited,""
360,The Copernicus Deception,The Human Chronicles Saga,15,Harris T.R.,Read,2016-12-23,Amazon Unlimited,""
361,Scorched Earth,The Human Chronicles Saga,16,Harris T.R.,Read,2016-12-23,Amazon Unlimited,""
362,Alien Games,The Human Chronicles Saga,17,Harris T.R.,Read,2016-12-23,Amazon Unlimited,""
363,The Cain Legacy,The Human Chronicles Saga,18,Harris T.R.,Read,2017-08-28,Amazon Unlimited,""
364,The Andromeda Mission,The Human Chronicles Saga,19,Harris T.R.,Read,2017-08-28,Amazon Unlimited,""
365,Last Species Standing,The Human Chronicles Saga,20,Harris T.R.,Read,2017-08-28,Amazon Unlimited,""
366,Invasion Force,The Human Chronicles Saga,21,Harris T.R.,Read,2018-04-11,Amazon Unlimited,""
367,Force of Gravity,The Human Chronicles Saga,22,Harris T.R.,Read,2018-04-11,Amazon Unlimited,""
368,Mission Critical,The Human Chronicles Saga,23,Harris T.R.,Read,2019-06-21,Amazon Unlimited,""
369,The Lost Universe,The Human Chronicles Saga,24,Harris T.R.,Read,2019-06-21,Amazon Unlimited,""
370,The Immortal War,The Human Chronicles Saga,25,Harris T.R.,Read,2019-06-21,Amazon Unlimited,""
371,Destroyer of Worlds,The Human Chronicles Saga,26,Harris T.R.,Read,2019-06-21,Amazon Unlimited,""
372,Phantoms,The Human Chronicles Saga,27,Harris T.R.,Read,2019-06-21,Amazon Unlimited,""
373,Terminus Rising,The Human Chronicles Saga,28,Harris T.R.,Read,2019-11-23,Amazon Unlimited,""
374,The Last Aris,The Human Chronicles Saga,29,Harris T.R.,Read,2019-11-23,Amazon Unlimited,""
375,TFS Ingenuity,The Terran Fleet Command Saga,01,Harris Tori,Read,2016-04-06,Amazon Unlimited,""
376,TFS Theseus,The Terran Fleet Command Saga,02,Harris Tori,Read,2016-04-06,Amazon Unlimited,""
377,TFS Navajo,The Terran Fleet Command Saga,03,Harris Tori,To Be Read,,Amazon Unlimited,""
378,TFS Fugitive,The Terran Fleet Command Saga,04,Harris Tori,To Be Read,,Amazon Unlimited,""
379,TFS Guardian,The Terran Fleet Command Saga,05,Harris Tori,To Be Read,,Amazon Unlimited,""
380,DFV Ethereal,The Terran Fleet Command Saga,06,Harris Tori,To Be Read,,Amazon Unlimited,""
381,On Distant Shores,Earth Exiles,01,Harritt Mark,Read,2016-11-14,Amazon Unlimited,https://smile.amazon.com/gp/product/B00NQLAPQE?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
382,Eden's Children,Earth Exiles,02,Harritt Mark,To Be Read,,Amazon Unlimited,""
383,The Between,Earth Exiles,03,Harritt Mark,To Be Read,,Amazon Unlimited,""
384,The Quiet God,Earth Exiles,04,Harritt Mark,To Be Read,,Amazon Unlimited,""
385,Desolate Tides,Earth Exiles,05,Harritt Mark,To Be Read,,Amazon Unlimited,""
386,Live or Die,Live or Die,01-03,Hawkings J.A.,Read,2015-10-06,Amazon Unlimited,""
387,The Imprisoned Earth,"","",Heppner Vaughn,Final,2019-08-24,Amazon Unlimited,""
388,Accelerated,"","",Heppner Vaughn,Final,2015-06-16,Amazon Unlimited,""
389,Alien Honor,A Fenris Novel,01,Heppner Vaughn,Read,2015-05-01,Amazon Unlimited,https://smile.amazon.com/gp/product/B00C6NK82O?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
390,Alien Shores,A Fenris Novel,02,Heppner Vaughn,Read,2015-05-17,Amazon Unlimited,""
391,Alien Wars,A Fenris Novel,03,Heppner Vaughn,Read,2015-05-22,Amazon Unlimited,""
392,Star Soldier,Doom Star,01,Heppner Vaughn,Read,2016-05-26,Amazon Unlimited,https://smile.amazon.com/Star-Soldier-Doom-Book-ebook/dp/B003SNJVH4/ref=sr_1_7?dchild=1&keywords=doom+star+series&qid=1614538318&s=digital-text&sr=1-7
393,Bio Weapon,Doom Star,02,Heppner Vaughn,Read,2016-05-26,Amazon Unlimited,""
394,Battle Pod,Doom Star,03,Heppner Vaughn,Read,2016-05-26,Amazon Unlimited,""
395,Cyborg Assault,Doom Star,04,Heppner Vaughn,Read,2016-05-26,Amazon Unlimited,""
396,Planet Wecker,Doom Star,05,Heppner Vaughn,Read,2016-05-26,Amazon Unlimited,""
397,Star Fortress,Doom Star,06,Heppner Vaughn,Read,2016-05-26,Amazon Unlimited,""
398,Task Force 7,Doom Star,07,Heppner Vaughn,Read,2016-05-26,Amazon Unlimited,""
399,Assault Troopers,Extinction Wars,01,Heppner Vaughn,Read,2017-02-19,Amazon Unlimited,https://smile.amazon.com/Assault-Troopers-Extinction-Wars-Book-ebook/dp/B00E1BZ874/ref=sr_1_6?crid=1CTCE53DDELMM&dchild=1&keywords=extinction+wars+series&qid=1614538495&s=digital-text&sprefix=Extinction+Wars%2Cdigital-text%2C165&sr=1-6
400,Planet Strike,Extinction Wars,02,Heppner Vaughn,Read,2017-02-19,Amazon Unlimited,""
401,Star Viking,Extinction Wars,03,Heppner Vaughn,Read,2017-02-19,Amazon Unlimited,""
